iso3,year,CAGDP,RELY,RELDEPY,RELDEPO,YGRAVG,YGRSD,LREER,OPEN,FDEEP,NSGDP,TOTSD,ka_open,NFAGDP
ALB,2001,-6.629535356544644,0.1297057831681562,0.8229119699284779,1.1548528124225652,5.844494892740462,1.710242737303033,NA,65.84327147349214,66.193548610043507,30.86891469220814,3.3512888131331016,0.418132960796356,-0.1266061297965938
ALB,2006,-11.820142642561727,0.17399072466856233,0.7314618362980899,1.3120332600391633,5.018008421907898,2.0226589703774818,NA,75.24324953071806,75.07083373403749,22.66175840179846,4.64682687433048,0.2135721802711488,-0.2621595822625012
ALB,2011,-10.326657852037997,0.20926423694915164,0.6372735941021822,1.3759610671908136,1.9245612130612335,0.5944868166277091,NA,75.94372507551333,84.18059743827166,19.4232322460759,3.1277787645548107,0.418132960796356,-0.4214580999383942
ALB,2016,-7.594393145950326,0.24092138618943662,0.6004296763882326,1.422245083213475,1.922470452156864,3.012228671249429,NA,72.27974779763989,81.2493974331387,19.0623516932781,1.5690761613127664,0.3669927656650542,-0.4839620489132626
ALB,2021,-5.177929597183376,0.2804458722946988,0.607458508796475,1.5114468393862086,5.93726466117809,2.657211073029008,NA,80.88031369468656,77.92695436508647,21.374405016013466,19.841706915820854,0.418132960796356,-0.45417419754122473
AND,1971,NA,NA,0.6024115880307994,0.8285775690519369,5.349734285100638,3.060333680632675,NA,NA,NA,NA,NA,NA,NA
AND,1976,NA,NA,0.533950236378727,0.8753770785666671,1.97112952540196,1.281243174286475,NA,NA,NA,NA,NA,NA,NA
AND,1981,NA,NA,0.4708084971487355,1.0349345915887844,1.3980449246126039,0.9362215746862211,NA,NA,NA,NA,NA,NA,NA
AND,1986,NA,1,0.4235267468465999,1.2423758726165202,4.500638401106071,0.9522667879139569,NA,NA,NA,NA,NA,NA,NA
AND,1991,NA,0.9049934906706838,0.3674245425888971,1.3168549274160892,1.5168834084806473,1.5959502779498183,NA,NA,NA,NA,NA,NA,NA
AND,1996,NA,0.9125832766604365,0.37359076605312336,1.4972834551001695,4.907929078976792,2.39073214047436,NA,NA,NA,NA,NA,NA,NA
AND,2001,NA,0.9987171724739192,0.40091323466543544,1.5720277592260745,6.978679194969686,1.8707065439998107,NA,NA,NA,NA,5.819620933828585,NA,NA
AND,2006,NA,0.94286112085758,0.4202911565790361,1.440238788128281,-1.2950228142881481,4.4742500378060965,NA,NA,NA,NA,6.84813843318022,NA,NA
AND,2011,NA,0.8871768851037072,0.4719899181729141,1.413157916486137,-0.9183008142135041,3.2188243490222996,NA,NA,NA,NA,2.4447903795622223,NA,NA
AND,2016,16.76844455281975,0.8737607123982168,0.44744707583394877,1.3192902277510352,-0.7047753694343248,5.980490282491036,NA,NA,NA,NA,2.7685736399814203,NA,3.0601322699309166
AND,2021,13.6288587394211,0.8609928558974679,0.4133247189137117,1.330043680434399,6.811648618863024,3.716960792981569,NA,NA,NA,NA,1.8520259177452127,NA,3.57254600936622
ARE,1971,NA,NA,0.5556278298440711,0.24034424252312156,34.60752262702589,27.381120597724934,NA,NA,13.851613719438367,NA,NA,NA,0.37187238081445234
ARE,1976,NA,NA,0.5598847400793363,0.20970022553541218,16.23498626881304,10.310620670376165,NA,NA,17.40193629506866,NA,NA,1,0.253975622155706
ARE,1981,NA,NA,0.6637865607468588,0.16930929113539622,-1.276697089884818,5.250865002956904,NA,NA,24.57172290743316,NA,NA,1,0.7708379572597606
ARE,1986,NA,1,0.7271843928476822,0.1589831048348759,3.29416285129024,12.999263420324711,NA,NA,39.85473989848136,NA,NA,1,2.059419425296562
ARE,1991,NA,1,0.6409364333148009,0.13766780224295525,3.8100505530084976,2.8818945049852807,NA,NA,34.22842537586922,NA,NA,1,1.991289092434352
ARE,1996,NA,1,0.5401306185682622,0.1395932017467276,5.607142983094691,4.177114767098371,NA,NA,33.826039258996,NA,NA,1,2.139882940972078
ARE,2001,NA,1,0.44399334098648435,0.17550623662848822,5.41093209894405,3.675147775147081,NA,104.28237848011776,43.87214098942872,NA,18.226318589609836,1,1.625195589966468
ARE,2006,NA,1,0.4336004883996645,0.16857868261730563,2.51469487173343,5.374475013569198,NA,138.7460039912158,62.32763902172514,NA,9.375339993834892,1,1.0327397943239527
ARE,2011,NA,1,0.45080288426496046,0.14333806912114921,5.611753314823812,1.1983564916546978,NA,156.4028726311542,68.99396163268395,NA,10.866140069040156,1,1.1030995601572344
ARE,2016,NA,1,0.46367633729693636,0.13000203129475155,-0.2576720523823762,5.300037904058444,NA,166.1465215558362,91.16738831346859,NA,6.085392345609282,1,1.832645248884738
ARE,2021,13.1295816769393,0.9576952679441894,0.4747352919408084,0.1294115856184657,5.456150750213223,1.7870027123000092,NA,189.23199842898734,98.9507780130013,33.8347069654515,7.578258375114957,1,2.199531982427135
ARG,1971,NA,NA,0.6535523789284988,1.1645801902528756,3.1207387861323,2.4749188850982264,NA,12.99346095535614,22.43885780137418,NA,NA,0.07159061357378958,-0.11079143029366802
ARG,1976,-0.3208603189958111,NA,0.715148775166665,1.236647752342872,2.4302637702911563,6.118447364010923,NA,14.149864933289,23.37820367307448,28.97992764516008,NA,0.33450636863708477,-0.057712766475969304
ARG,1981,-2.8673605090929,NA,0.787491564315464,1.335712028978128,-1.0389281345621597,4.1948198277141335,NA,15.04958803712816,20.99170269062054,18.599481864161774,3.7896886878886225,0.2135721802711488,-0.4633432077433182
ARG,1986,-1.26280819780337,0.2996537465121372,0.8183144026457555,1.3973394021394385,-0.37117017699193,5.074163848452537,NA,16.06142359712488,19.67414322357444,14.913674749871975,7.451342606050161,0.162431985139847,-0.4713897930484987
ARG,1991,-2.496093562511929,0.34731187211102205,0.8156688523507221,1.4383388505514998,5.653674457829424,4.9016602642854,NA,16.52259103007994,16.87567969361888,15.12480429181036,1.7032484815093873,0.5575868725776671,-0.07279678788910149
ARG,1996,-3.769761312308148,0.34433164823741,0.8203210907209423,1.4419747065252237,2.662691893954144,4.684854732031392,NA,22.439572992551682,28.2207296561129,15.59088963634148,2.7753101249940086,0.8176103472709656,-0.1662668129956136
ARG,2001,3.709591651918846,0.2867586112826631,0.8429815052500161,1.411909440928496,2.282989901081852,9.354755741668251,NA,37.09872898415776,28.4318670227255,16.95664546324996,5.26507623565474,0.3158525705337524,-0.262020971125614
ARG,2006,1.6385922720292876,0.3457073104812565,0.8558344817047568,1.3787614570803268,5.0637817117385255,6.551693727421064,NA,38.161892807716356,26.0341885151605,20.08573964118846,8.177713616898062,0.255701005458832,0.08918412642069092
ARG,2011,-1.69666008329457,0.3669926034221248,0.8601504562433949,1.3333611312201377,1.52027990532871,3.357929874736687,NA,29.19192922159712,26.45431971252856,15.79049659195576,5.3240022539439265,0.0511402010917664,0.1112933726899427
ARG,2016,-2.5585593119274415,0.3665425252616496,0.8588827378869663,1.256618686346252,-2.756113429068712,4.559734787938777,NA,28.99606775896326,29.5933283744019,13.55758994476008,1.1949895397031693,0.4616638839244842,0.189572196544225
ARG,2021,-0.8196189079491233,0.37295572568466295,0.8240563175771102,1.1862553925178947,4.8689231110452535,6.229186339440903,NA,30.445273358771033,32.9148807137542,17.495171148599333,2.6888659319497497,0.22209082543849934,0.2603552986096246
ARM,1971,NA,NA,0.8521977856001822,0.9213115529687173,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARM,1976,NA,NA,0.7406078911602758,0.8609141321678947,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARM,1981,NA,NA,0.7268664653330102,0.7970189648476157,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARM,1986,NA,0.11554672518388655,0.7644422816076715,0.7660186486864221,NA,NA,NA,81.3357185450209,NA,NA,NA,NA,NA
ARM,1991,-9.51943520435941,0.06681154848812539,0.8456977865404298,1.0015004632627098,-9.999999764432712,19.610840143596842,3.730768960956542,101.69199650872736,42.447599318829944,-1.6668328420042966,NA,NA,NA
ARM,1996,-19.06927714572072,0.0671275090048091,0.8315545387112835,1.2870979969622818,5.137296088263548,1.7651799268872586,4.280649397664751,74.48271328546947,10.559563298889188,1.6729828838561047,NA,0.8239677488803864,-0.48310098293864656
ARM,2001,-5.514760599229514,0.09644946669739934,0.6634662220046795,1.399684947919274,12.239999999339034,2.047681616272256,4.293223622447804,73.42210168269553,14.93571572572298,15.204270858634658,2.466023237916829,1,-0.5460434374250261
ARM,2006,-10.816456422092106,0.14620653086594973,0.5904914370205456,1.3756513134388715,4.380000000191537,11.371763276274534,4.589839541001182,58.89294494927408,22.47115441649528,22.45975314295378,7.0292247083159864,1,-0.4558917362787072
ARM,2011,-7.629715958899922,0.17018152965796457,0.6199159723969017,1.2248849868246583,4.399999999839032,1.6748134229030411,4.5981347651878925,74.08264781759893,33.35486999929882,14.3528419972111,4.053023562724504,1,-0.7711079179738296
ARM,2016,-4.100012929857613,0.20920266288941283,0.680046564568607,1.2143426040163565,2.660000000090708,6.275985978013718,4.615974627618202,84.74436260452194,47.419711704988664,15.32515139086288,4.036334971233183,0.837568044662476,-0.7784879188159518
ARM,2021,-1.8095642824533826,0.24367274899069008,0.6967306601754742,1.2315684954058537,8.900000000009479,3.439476704003269,4.738408017623875,102.1820950186154,53.639921506038064,20.883050200274567,7.081195755896977,0.945856014887492,-0.5619463052992115
ASM,1971,NA,NA,1.2250447997608516,0.50463800590188,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASM,1976,NA,NA,1.1315662177492798,0.5072673510901958,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASM,1981,NA,NA,1.0816727219129736,0.533798912098933,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASM,1986,NA,NA,1.0727971059828691,0.5497376942983977,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASM,1991,NA,NA,1.118634651400555,0.5619001015630373,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASM,1996,NA,NA,1.1945509513637904,0.5311492810318712,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASM,2001,NA,NA,1.2372171309282014,0.5516114130529511,0.32239668054898635,0.6910020030014604,NA,210.98445298557274,NA,NA,369.15443030602745,NA,NA
ASM,2006,NA,NA,1.2272297070481573,0.5582882071639722,-1.7541336105865277,2.7089427321308555,NA,203.4119174893624,NA,NA,355.2049647738612,NA,NA
ASM,2011,NA,NA,1.146286988090676,0.5912658690721813,-0.38448025792223,3.054879921028213,NA,168.9974584118596,NA,NA,32.33612530901004,NA,NA
ASM,2016,NA,NA,1.093881464817687,0.6476142047347024,-0.4143777188020514,4.405239519369326,NA,160.6744060340324,NA,NA,43.59894494136298,NA,NA
ASM,2021,NA,NA,1.0279229939489887,0.7059318275028311,0.47627157970606343,1.780133109531737,NA,130.742135476464,NA,NA,10.471071260063757,NA,NA
ATG,1971,NA,NA,1.0497504799593782,1.118630990929891,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATG,1976,-11.71779129079435,NA,0.8614695747603447,1.2559723458262688,6.874980854886229,2.1580695362338655,4.868696926556614,NA,45.362046629332376,NA,NA,NA,-0.30005371910532597
ATG,1981,-12.179672861442025,NA,0.7419063599405397,1.405985831460874,5.380766975481291,3.8834435694291365,5.039046646961679,NA,43.47178546610408,NA,NA,1,-0.3888098559222752
ATG,1986,-21.438394509947273,0.5440270818752135,0.7663946326861237,1.490838182105772,6.319410197217723,3.1689828257818964,4.903160629149006,NA,46.7403703478732,NA,NA,1,-0.7650764687695
ATG,1991,-1.2896848727941133,0.551856309843715,0.7814807310652231,1.3366875991351028,2.186382333931358,4.290656082911991,4.839024677619032,NA,57.02022359801404,NA,NA,1,-0.7466865219653906
ATG,1996,-7.25715757217462,0.5316045011093069,0.7789550813650774,1.1098000285395475,5.34375558335071,1.1616539685207163,4.756837300790344,NA,65.17502353497746,NA,NA,0.744298994541168,-0.5881076749194738
ATG,2001,-9.055265989391595,0.5110902141400626,0.779921501386643,0.9830716956393707,2.959310910801526,4.744643239172194,4.732332444082146,NA,83.32424929453298,NA,15.873499794829497,0.744298994541168,-0.4453036553825802
ATG,2006,-18.83230742204398,0.5739148185246808,0.7492242336247104,0.8894623648902397,0.44118746093547084,10.628742149481631,4.60372743359859,NA,81.7618728887732,NA,1.834938691073901,0.744298994541168,-0.547594892478394
ATG,2011,-3.9935790301444345,0.41824604553116757,0.6910059428708158,0.866729778739164,0.8866659302092398,2.150497185567776,4.620122835736415,135.80885545485847,87.42246838454489,NA,9.750743561390589,NA,-0.7177614610909456
ATG,2016,-9.22998076051396,0.3737862457646717,0.633705865286847,0.9042115165669525,-0.43029111765629446,10.422994900359349,4.7107384929160405,124.4345415330276,86.5988890575737,NA,7.934544725439513,0.744298994541168,-0.8190761529728204
ATG,2021,-15.2666525109855,0.3764878801797466,0.6202590062709642,0.9754567873178668,6.56934411560972,3.617393443494388,4.725803767964891,109.389244176566,85.39980623191943,NA,4.176122603564226,0.744298994541168,-1.1497062397701725
AUS,1971,NA,NA,0.6233969794267639,1.4179369542397329,3.194364516737602,1.200594377043818,NA,26.11018364534106,45.61686971603496,NA,NA,0.418132960796356,-0.1407850261664069
AUS,1976,NA,NA,0.5975654094859922,1.4578958803928104,2.8323294680668503,1.216211315363381,4.525212429201979,29.07748159515598,41.0787594513277,NA,NA,0.418132960796356,-0.1809763834187366
AUS,1981,NA,NA,0.577647751524043,1.5593357261139977,2.858284689784586,2.961748542954661,4.576481025160823,30.38553530332724,39.49073091721292,NA,NA,0.5106428325176238,-0.2883193481985752
AUS,1986,-5.54442585275903,0.7277738559616391,0.5470195638084927,1.638142359943054,3.947978945656176,1.1586320593628776,4.398052180428087,32.4191031088458,47.48693696764218,25.037685162154197,NA,0.9642046928405762,-0.4268730807602862
AUS,1991,-3.869829396928586,0.728328395110708,0.5459900645232437,1.6960172842877501,2.3926568958959873,2.1820209957068344,4.3355011726892005,34.9095250764965,57.068661171982335,20.37589305742612,NA,1,-0.5152981435447039
AUS,1996,-4.010596454172258,0.7375866292377345,0.559863764862338,1.707749588763511,4.280944904158112,0.5367690876487071,4.3229226433301715,39.16863226297076,65.71295144331128,21.19830432251402,NA,0.8210234761238098,-0.517012853382127
AUS,2001,-5.0636535805156475,0.7574545422610544,0.5778779827794789,1.694893382291888,3.289393389740068,0.8572899718936797,4.354509739165368,40.33964872192864,73.97510039363434,21.1866101809112,7.6664163538502565,0.701705813407898,-0.5148053645874058
AUS,2006,-5.560653799261217,0.792169701545907,0.5963392879259154,1.6838321912681642,2.869855724844586,0.8210931196471933,4.515180327215907,42.43079548748834,93.03708635188401,22.08286636682434,9.551806111935063,0.701705813407898,-0.5698126913090984
AUS,2011,-3.6603564466778242,0.842245360101003,0.62146151634083735,1.7063163712146803,2.7534393877547743,0.6975589102726307,4.617926086130243,41.9272815362598,105.21551043632958,23.42458725002646,13.1154489057752,0.8210234761238098,-0.5552835240104158
AUS,2016,-1.5259785078908186,0.8160793846237235,0.6490470278691822,1.6831941512931765,1.9967212968290529,1.2258410235634203,4.490475874505817,43.38465758322486,121.363210258713,21.74452067388984,12.705038370662239,1,-0.5620781652382117
AUS,2021,0.7561429807657377,0.8483581277166198,0.6663481864260201,1.6933568490027098,3.28127168124249,1.1532086420351066,4.507179717005327,44.98040571268756,133.045535106344,24.6323915435228,8.650433515148249,1,-0.32604861607970476
AUT,1971,NA,NA,0.542534860676706,2.485260408204436,3.9583334823270535,2.546936230062673,NA,56.07969236574504,NA,NA,NA,0.5994254112243652,-0.03414486649205296
AUT,1976,NA,NA,0.5057009899794914,2.471593708353737,3.30719158093647,2.4401555973451705,4.583209632007588,62.24462314296834,NA,NA,NA,0.701705813407898,-0.0840410186570846
AUT,1981,NA,NA,0.4496972006440991,2.2490711315879186,1.478000333770199,1.4342957635683893,4.56392975304593,66.58962690069502,NA,NA,NA,0.701705813407898,-0.0947455142425459
AUT,1986,NA,0.8119295350731404,0.4248614760397708,2.208966358765426,3.037431446088274,1.2109027580419567,4.630241319944296,67.35534291112653,NA,NA,NA,0.701705813407898,-0.09283257342096968
AUT,1991,NA,0.8270768410524918,0.4417658644337786,2.1837687503376353,2.226412801051819,1.073419071835696,4.6610854336428025,67.30107444367206,NA,NA,NA,0.8806823134422301,-0.11392751553583966
AUT,1996,NA,0.8055920435595941,0.4587922841773326,2.144257102901258,2.961185899510758,0.7410237270879004,4.634552622034663,77.49377094003988,NA,NA,NA,1,-0.1838654819719766
AUT,2001,1.98531598038444,0.8022439771765121,0.465480522779093,2.0746353628909877,1.765708360108158,0.6358020080061009,4.6196176310165,89.72239034354176,NA,26.2027327311514,1.8566890782963157,1,-0.2081351271314336
AUT,2006,3.425122660642948,0.8376683951275683,0.47102278493669286,2.19403256817044,1.344116805739444,2.9220471773183068,4.626688216936499,98.0279527539502,NA,27.01242624123178,1.4976648490233027,1,-0.1082262772553609
AUT,2011,1.7500536366613801,0.8831108076573104,0.4681975965778787,2.134298784219751,1.0728619972862556,1.1771646650941776,4.603678694243627,104.8431171025942,NA,25.93395496820712,0.6268971207463004,1,-0.028368990306974432
AUT,2016,2.0919437691155918,0.9071352390374946,0.48970301581227627,1.979780703826888,0.4620823621037901,3.799663857312488,4.623159823756729,104.7326060676923,NA,27.55103457607932,1.059716943339115,1,0.044002593543222036
AUT,2021,0.7340417069576913,0.9007322849241854,0.5148930687267015,1.9303003650463033,3.1559370741960224,3.420114812490079,4.648725948272162,116.588475199933,NA,28.402660974555634,1.2583057392117916,1,0.14061276432027076
AZE,1971,NA,NA,1.1203435749935697,0.8060056140402406,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZE,1976,NA,NA,0.9266466178032765,0.6794890423248584,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZE,1981,NA,NA,0.8455959829061733,0.6126339733152394,NA,NA,NA,NA,NA,NA,NA,NA,NA
AZE,1986,NA,0.22364520372838415,0.8619020360719755,0.6108079499895852,NA,NA,NA,83.0832196452933,NA,NA,NA,NA,NA
AZE,1991,-16.5740632135158,0.13802356518644104,0.9236049097872738,0.7223442248756242,-15.579999913717653,9.46715370437039,NA,100.4794463848269,40.419165738340425,7.28107379257661,NA,NA,-0.163901483426215
AZE,1996,-19.877355458626255,0.0861971205978379,0.9039248395946547,0.7865770936583111,7.11999992143065,3.867428028139786,NA,77.7062097929183,12.75992449130226,11.409676639726804,NA,0.162431985139847,-0.6569715397092238
AZE,2001,-13.913178109109777,0.1230426572286578,0.7813375445650675,0.8395204397192634,13.352511088076362,8.175347295565446,NA,103.3068557659484,14.50664957188532,27.93061835903382,17.752132003681897,0.2647123754024506,-1.318679258323852
AZE,2006,26.00755888805724,0.266614533633474,0.6873808581767608,0.7672204368103952,16.93583958139816,12.5008069004145,NA,88.17542700070126,21.772051081317,45.09803874194778,17.426215882973555,0.290737158060074,-0.5393959398355208
AZE,2011,15.426209699718466,0.30257435576623853,0.6956698317198765,0.6345255339012337,2.06409781948972,2.697142081787237,NA,75.10633848240258,33.24816876749444,40.5384416620239,27.275391839531842,0.44879440665245063,-0.3988888702009794
AZE,2016,4.233528224269539,0.24465899415315864,0.7686758943306489,0.642387380742088,-0.6257467901152405,2.893240610492885,NA,85.9976448022218,34.4897267580036,27.18359241765028,17.148848357834414,0.460726171731949,-0.4778050820553458
AZE,2021,18.751274890626,0.2863500477415934,0.7725672058626253,0.6961496907750816,3.8951993650465666,2.2460506399572893,NA,82.26834168560833,35.248505980601436,34.68099123390363,32.00421847194523,0.44083989659945166,0.019442837170781935
BDI,1971,NA,NA,1.2513142552753067,0.6724540442184027,0.6405990360983504,4.8728433001674905,NA,NA,12.38530766707396,NA,NA,0.162431985139847,-0.0015501959752544162
BDI,1976,NA,NA,1.3247256701490364,0.6471329621417498,4.225509741397231,5.244008563631719,5.200530113962212,NA,13.86954316727416,NA,NA,0.162431985139847,0.005524958295539301
BDI,1981,-3.59026812582894,NA,1.4095453984255257,0.6288810171563904,5.352745384926887,6.294186069357574,5.4443656865419285,NA,14.38099963823772,10.2636614525349,26.319744411427106,0.162431985139847,-0.249325380664001
BDI,1986,-5.012815273117028,0.025045630374883054,1.5876111307285878,0.607401910561522,3.726725063869286,1.6421372407671118,5.091535895131788,NA,15.17103211617658,10.89814289437623,41.180773106641155,0.162431985139847,-0.5954613859735558
BDI,1991,-2.426143848523822,0.023349784661127273,1.7563543643238964,0.5465347537046867,-2.396633036483786,5.3292148034785045,4.840319746630366,NA,18.897017508300138,8.074270905170874,19.968492077053927,0.162431985139847,-0.8373434463315154
BDI,1996,-3.5579995131388293,0.015821299909712375,1.8042474392824557,0.474272623332358,-1.3413728109250762,4.5235083405631515,4.909355373920648,NA,18.87023169946488,2.837920654047251,5.618464990016038,0.1299455881118776,-1.177223901949968
BDI,2001,-2.3356261559079656,0.01355834248571392,1.7669131709754229,0.41777534751244827,2.2024512658724804,2.52069818695523,4.54792419134894,NA,21.61014901148878,6.876486042948934,8.95053944208619,0.162431985139847,-1.2884331414586032
