Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Albania,ALB,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,77.1959674026666,78.8631394342459,79.7175995965708,80.1198037029256,80.2195812655801,80.2400242588534,80.2628854386592,80.2319816822048,80.0247705726346,79.469347426054,78.5507712647194,77.3845403776261,76.0101505924204,74.4513629555667,72.7303165223524,70.8502899259518,68.8421616069556,66.7834865093014,64.9057606421304,63.3032684831048,61.9113280473755,60.687864055049,59.5222902443545,58.3538819963212,57.2403834803045,56.3241700924846,55.4692607907492,54.5149122115828,53.7935067947762,53.3266925876438,52.796192276851,52.2169566874565,51.7054525359204,51.2336636107053,50.7433502545179,50.2918016482884,49.8472725949099,49.2785155480255,48.5756295923174,47.7972715137046,46.971420826077,45.8305761019083,44.3318882369773,42.7898868840248,41.2539384026676,39.6964336121129,38.1468675179264,36.6363127862088,35.1567218625377,33.6744107683943,32.1977047307896,30.8442438060681,29.7543828355535,28.9449463417217,28.3235328819016,27.7427586977715,27.1729509647725,26.7256344091957,26.3793082137676,26.0916222871213,25.8775977477425,25.7805107952401,25.7047104482155,25.5670109499484,25.425255235706,..
Albania,ALB,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,10.28647942506,10.154306928438,9.95162175192432,9.77983914844562,9.63365447607964,9.51539277159435,9.42331451239774,9.35006163158778,9.29046258061436,9.23185003217999,9.1651635179657,9.09758068365461,9.04396005101696,9.0135996005991,8.99321240726794,8.98538629623149,8.99102344320755,9.00906886589171,9.03832949579724,8.96740203368772,8.82035900978066,8.68761552680222,8.56100893034476,8.45746602725328,8.39392102395241,8.44638022994153,8.5336865185018,8.55535818446329,8.55656664760213,8.57624218057211,8.6862333139416,8.86161395571067,9.08171673275681,9.35791969044956,9.6604777905077,9.99089423994055,10.313422317311,10.6141911918562,10.9270388716792,11.2669916399622,11.6263082016232,12.0045944974343,12.4048139740253,12.8241109299367,13.2671845040829,13.7471071567236,14.2663678039037,14.8025264136888,15.3192410529438,15.7883182425033,16.2057091854072,16.5496727111853,16.8761785846272,17.2845427924315,17.7755468378006,18.3209237978045,18.868913223145,19.4491437718197,20.1296242402723,20.9507530206723,21.8088735207878,22.6610909294704,23.5463358952896,24.4569148737835,25.5490385989425,..
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.74563529228132,2.94859680118944,1.10493826195055,-1.25159664405811,1.78064395924895,5.63724317852117,-0.787842654927232,-1.42003965566396,9.8365489718722,-9.57564016993408,-28.0021416538074,-7.18711090964234,9.55941167111243,8.30286659699082,13.3223333268813,7.33632894771891,-11.7115732812278,8.3100252038309,12.2507281968475,7.46285871776054,8.8637306604876,4.62839587394552,5.33326426009945,5.26626173860785,5.13082193056189,6.0189812403864,6.50009261158209,6.90706230713707,2.69075152362146,2.97315442681247,2.46351683915714,0.984129880204108,1.7072283175406,2.24022695382642,2.2277040745779,3.90893551362245,3.28317593330073,3.67141928098908,2.06257790176122,-3.31375636888916,8.96957619074095,4.8268006234359,4.01541716935742,4.04592845095348,..
Albania,ALB,Gross savings (% of GDP),NY.GNS.ICTR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.811226308299,28.4100004362066,28.2425665773267,26.0607555881553,23.7252668969749,26.8282680674096,18.7777579223622,-10.9519889602208,-11.9935808855625,11.2082081228168,3.10984322108368,18.7617500789414,19.237036882253,8.84158523055561,20.4347153831372,19.5421402867081,29.2778299642183,32.3691913409345,29.1883840672743,29.3339744738154,31.6642389460702,31.7887846329463,30.8947035825786,25.5767185487008,18.1050327744252,17.4431453893402,21.2891917139475,21.0084990062422,19.4558040818982,19.8247185146139,17.5466913828721,19.2804482447531,19.3200538383653,20.3725710158265,20.5068451138006,17.4524503207246,17.6598381776735,21.0248987934283,20.9336606456768,22.1646556089353,22.501611798468,..
Albania,ALB,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.01387609500286,2.48869419936368,-3.58915333544579,-2.03570446250028,-1.51291795411133,-1.91876849654322,-0.1525752133222,0.249904333497333,-1.3211544989028,-1.74427120088412,-5.83174096323551,-15.2788523176905,-7.77398715257512,1.25704931694863,-8.36279155272246,-0.395856545631387,-3.31737383628298,-11.8688813645991,-2.50234871672871,-4.73211838588308,-4.36035543487417,-5.35591452180558,-9.02590739072684,-7.01197673066681,-4.83249013532297,-6.92138800420102,-7.33186374631583,-10.3518884224487,-15.1839581650837,-15.0172385106345,-11.2157643683259,-12.8503659661776,-10.2612568930744,-9.25914166645898,-10.7201496577808,-8.5423750766982,-7.51011690016649,-7.40849329663264,-6.60766481105068,-7.82064355473536,-8.62504716716646,-7.69043385149861,-6.18049276219024,-1.66286217786128,-2.39554639266203,..
Albania,ALB,Real effective exchange rate index (2010 = 100),PX.REX.REER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Albania,ALB,Trade (% of GDP),NE.TRD.GNFS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.4940925041872,46.1004662837047,44.8105616083383,40.4106676033234,38.1156830212927,35.9348239721958,31.637304878056,32.159563916938,36.89787073527,40.066086463479,39.4369634031142,36.0705200632829,108.785472241159,80.518332770413,53.1025847356112,40.1386989518314,44.4117820054663,44.7293780649181,47.1306266993222,49.8954184095195,61.6092610436407,64.2474462587009,65.9914650336802,64.8232150960777,65.0379383187697,69.1162926602322,72.2019089483674,79.9119008919954,75.2485472798728,73.3213575646169,75.5325329687378,80.6989985298954,76.9683583166821,75.7506185619748,75.0212023084129,71.2794476606014,74.0144504546815,76.7873817898989,75.6940783717425,75.382128932689,59.5206994391875,75.5904040905009,84.6980435944865,82.3524933990723,79.4546360752224,..
Albania,ALB,Broad money (% of GDP),FM.LBL.BMNY.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39.7649557954901,39.9003561002881,45.7254020794631,59.0068723402781,60.9371368808022,64.5783078882982,63.5599468122678,67.4664768586027,64.3805252433391,63.2967127997241,66.1759603765893,69.6480677719623,74.2421409522518,75.3629870166826,73.3334018869234,74.3824850094564,78.0331538048733,81.7533775274234,84.7935078469227,84.968214908499,85.2116447508147,84.1762421576985,84.8926416816837,80.2333904511715,76.1147973097136,77.0228458919593,87.9833118311654,84.7663849065875,77.1857276233038,71.8287505653681,70.9045999725641,..
Algeria,DZA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7602.18725687265,7582.07194450945,7704.51644344568,7537.93868234349,7462.64758765405,7746.71683892991,8052.76856708202,8128.79891387939,8502.88835946396,8776.44209483463,9186.81590342899,9543.52035384959,10080.182500398,10802.7506703127,11431.6856715426,12246.2692243613,12791.3412605973,13320.964120903,13666.2181960534,13651.4472995041,14201.3659906969,14639.8779436268,14441.3293398806,14370.820661674,14694.143827383,13807.3515841478,13437.8460232169,13493.560749484,13727.1266357859,13892.5333446205,12676.5130564294,14496.8654697299,15836.0944370321,16824.4879034627,17620.7423956126,..
Algeria,DZA,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,88.6951933469949,90.4416884755387,91.9791524295735,93.6023038804183,94.9723805546989,95.8063590545487,96.220333912416,96.3256926023291,96.050043355541,95.5691056420361,95.1151844476239,94.7249159970112,94.3147335538733,93.8140457019664,93.1487489070294,93.5709614686667,95.3013844536426,95.770907900145,94.7563455788815,93.611692426929,92.4151947481194,91.170098727533,89.8662578664293,88.4958982989628,87.0508251333668,85.5364746643704,83.9134354868258,82.2065844902845,80.4126512914671,78.5515689238688,76.6352393982423,74.8267459839903,73.5602324919572,72.311245366873,70.5202047056834,68.3715635029882,65.9551449332007,63.355246832014,60.4269877533971,57.3304050719607,54.4414245954341,51.7890667173098,49.3448118110972,47.1578052840833,45.2904251637566,43.7608525583864,42.5650358910563,41.663688331311,41.0397412347223,40.6878949461069,40.5897563973294,40.7320482320249,41.1564116284906,41.9553138949383,43.0309405623292,44.1604500502379,45.263681679493,46.3646583930308,47.3775623398549,48.185625546125,48.7524183899059,49.0207030327762,48.9761610388956,48.6463963016617,48.0735308990543,..
Algeria,DZA,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,6.08256245716565,6.3862504413398,6.89671618408433,7.3686435098954,7.73299533054878,7.99493973215058,8.03881129931477,7.89424308388944,7.73436551234956,7.56603720115261,7.40148634762292,7.24520048407725,7.09562050888005,6.94800258619084,6.79653980500532,6.72052196958848,6.77594254260618,6.77578194941259,6.66219197111221,6.54725481696819,6.45384767972968,6.39293436861342,6.34866360553594,6.29548431037054,6.22991501885926,6.16076963391417,6.0966633555206,6.03844727958521,5.9837166386809,5.93926007763458,5.89906876306472,5.87006925710653,5.97229575795691,6.1730379081315,6.36602631073018,6.56592456883759,6.76183605969111,6.9511045704557,7.05161833413968,7.06657671349252,7.07966465755911,7.09382168436175,7.1105335090449,7.13092640079938,7.1549851356749,7.18225094962735,7.20823850612242,7.22513310622356,7.22930924311667,7.22729390700423,7.23387875926996,7.26594864393901,7.33901673155769,7.47152271006351,7.66465522831431,7.90229857214742,8.17181949211754,8.46490756177809,8.77252354354205,9.08218314490603,9.31673652508281,9.5356442814051,9.82496617862081,10.1246021758787,10.4332525229666,..
